Página,Parágrafo/Bloco,Sentença,Português,Resp. Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,Elan,Resp. Elan,Rev. Elan,"Em 2021, a Unicamp entrou  em terceiro lugar na lista das universidades com melhor reputação do mundo, de acordo com o ranking Times Higher Education (THE) World Reputation. Essa conquista aumenta a responsabilidade social desta instituição pública, tanto por meio da formação de profissionais altamente qualificados quanto no desenvolvimento de projetos que promovam interação entre a academia e a sociedade.",URL,Paragraph,Sentence
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,19.0,Chefe do Departamento de Química Orgânica do Instituto de Química da UNICAMP (biênios 2000-2002; 2002-2004; 2006-2008; 2018-).
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,19.0,Assessor da Pró-Reitoria de Pesquisa da Unicamp (quadriênio 2013-2017).
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,19.0,Contemplado com o Prêmio de Reconhecimento Acadêmico Zeferino Vaz (maior distinção em Pesquisa na Unicamp) em 2012.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,19.0,"Tem experiência na área de Química, com ênfase em Síntese Orgânica, atuando principalmente nos seguintes temas: Estudos mecanísticos e aplicações sintéticas da reação de Morita-Baylis-Hillman, Química Orgânica sintética, Organocatálise, Síntese Assimétrica de Fármacos e Produtos Naturais Biologicamente ativos e Gerenciamento de Resíduos Químicos."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,20.0,
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,21.0,cremasco@unicamp.br
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,22.0,Visualizar Currículo Lattes
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,23.0,"Professor Titular em Engenharia Química e Livre Docente em Transferência de Massa, o prof."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,23.0,"Marco Cremasco possui graduação em Engenharia Química pela Universidade Estadual de Maringá, mestrado em Engenharia Química pela Universidade Federal do Rio de Janeiro, doutorado em Engenharia Mecânica pela Universidade Estadual de Campinas (Unicamp), pós doutorado em Engenharia Química (Purdue University-EUA)."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,23.0,É professor na Faculdade de Engenharia Química (FEQ) da Unicamp desde 1986.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,23.0,"Foi agraciado, em 2012, com o Prêmio de Reconhecimento Docente pela Dedicação ao Ensino de Graduação, pela Unicamp."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,23.0,Em 2017 e 2019 recebeu o Prêmio Inventores Unicamp.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,23.0,O prof.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,23.0,"Cremasco foi coordenador do Serviço de Apoio ao Estudante (SAE) (2002 – 2006), chefe, em duas gestões, do então Departamento de Termofluidodinâmica(DTF/FEQ) (2000 – 2002; 2010 – 2012), chefe do Departamento de Engenharia de Processos (DEPro/FEQ) (2016 – 2018), vice-presidente da Associação Brasileira de Engenharia Química – ABEQ (2002-2004), coeditor da Babel – Revista de Poesia, Tradução e Crítica (2000 – 2002), membro do Conselho Editorial da Editora da Unicamp (2014 – 2018)."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,23.0,O prof.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,23.0,"Marco Cremasco possui cerca de duzentos artigos completos publicados em revistas especializadas e anais de congressos, quatro patentes concedidas e solicitação de outras duas."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,23.0,"Tem quatorze livros publicados entre obras técnicas, romances, contos, crônicas e poemas."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,23.0,Foi agraciado com o Prêmio Sesc de Literatura e indicado em duas oportunidades ao Prêmio Jabuti.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,24.0,
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,25.0,josejlc@unicamp.br
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,26.0,Visualizar Currículo Lattes
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,27.0,"Possui graduação em Farmácia Bioquímica pela Universidade Federal de Alfenas (2001), mestrado em Toxicologia e Análises Toxicológicas pela Universidade de São Paulo (2004), doutorado em Química (Química Analítica) no Instituto de Química da Universidade de São Paulo (2008), pós-doutorado na Faculdade de Ciências Médicas da Universidade Estadual de Campinas (2010) e no National Institute on Drug Abuse (NIDA-NIH, Baltimore, MD, EUA, 2013-2014)."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,27.0,"Foi Perito Criminal da Superintendência da Polícia Técnico-Científica de São Paulo (2002-2016), Diretor Científico da Associação Brasileira de Centros de Informação e Assistência Toxicológica (ABRACIT, 2017-2018) e Presidente da Sociedade Brasileira de Toxicologia (SBTox, 2012-2013)."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,27.0,"Em 2012, recebeu a Medalha do Mérito da Polícia Técnico Científica “Governador Mário Covas”, maior honraria da Polícia Técnico Científica do Estado de São Paulo."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,27.0,Atualmente é Professor Doutor da Faculdade de Ciências Farmacêuticas da Universidade Estadual de Campinas e Coordenador Executivo do Centro de Informação e Assistência Toxicológica de Campinas (CIATox-Campinas).
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,27.0,"Possui experiência nas áreas de toxicologia e química analítica instrumental, com ênfase em análises toxicológicas de emergência e forense, análise drogas de abuso, fármacos e praguicidas, técnicas de separação em fase gasosa (cromatografia gasosa) e em fase líquida (cromatografia líquida de alta eficiência e eletroforese capilar), espectrometria de massas aplicada às análises de interesse clínico e forense."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,28.0,
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,29.0,simonef@unicamp.br+55 19 3521-2557
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,30.0,Visualizar Currículo Lattes
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,31.0,Graduação em Gestão (Modalidade: Gestão de Pessoas) - Anhanguera Educacional (2005).
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,31.0,Gestão por processos  - Unicamp (2015).
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,31.0,Mestra em Ciências (Saúde da Criança e do Adolescente) - Faculdade de Ciências Medicas - UNICAMP (2015).
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,31.0,"Atua nas áreas de administração, gestão e assessoria de projetos, junto a Reitoria da UNICAMP desde de Maio de 2013."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,32.0,
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,33.0,"apsidoti@unicamp.br
					  +55 19 3521-4741					  
"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,34.0,"Graduação em Pedagogia - Faculdade de Educação/Unicamp** Formação em Gestão por processos: Teoria e Desenvolvimento de Projetos - Unicamp** Tecnologia de Alimentos - Cotuca.Atuou nas áreas de administração, gestão de contratos administrativos e licitações, secretaria, diretoria de orçamentos e finanças, relações institucionais, cultura e extensão, junto ao Hospital de Clínicas, Cepetro, Espaço Cultural Casa do Lago e Reitoria da Unicamp desde maio de 2008.Atualmente: Secretaria da PROEC, secretariando também: Conselho Executivo de Extensão (CONEXT) - Conselho de Cultura (CONCULT) - Comissão Central de Extensão (CCE)."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,35.0,
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,36.0,isabelc@unicamp.br+55 19 3521-4176
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,37.0,"Graduada em administração pela Anhanguera Educacional (2006); especialista em gestão pública e projetos sociais, pelo SENAC (2020)."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,37.0,"Trabalhando na Unicamp desde 1986, atualmente na Pró-reitoria de Extensão e Cultura (ProEC), foi coordenadora adjunto e coordenadora do Programa UniversIDADE (2014 a 2021) e diretora de serviço da Diretoria de Educação Infantil e Complementar (DEdIC) (2012 a 2014) também secretária e supervisora de seção da Diretoria de Planejamento e Desenvolvimento DPD (1999 a 2005)."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,38.0,
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,39.0,marcus@unicamp.br+55 19 3521-4176
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,40.0,"Graduado em análise de sistemas pela PUCC e mestrado em Qualidade pela Unicamp, atuou como assessor da ProEC até abril de 2021."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,40.0,"Atuou em organizações como, Volkswagen do Brasil, CPFL, TUSA e Unicamp."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,40.0,"Atuou em gerenciamento e desenvolvimento de sistemas de informação, diretor de RH e assessoria organizacional."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,40.0,"Ministrou aulas de graduação, pós-graduação, MBA e cursos de extensão em instituições como: PUCC, São Leopoldo Mandic, Metrocamp e Unicamp."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,40.0,
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,41.0,
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,42.0,renatafr@unicamp.br
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,43.0,"Mestra em Engenharia Civil, com ênfase em Arquitetura e Urbanismo pela FEC/UNICAMP, (2010)."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,43.0,Arquiteta e urbanista graduada pela  PUCC (1993).
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,43.0,Presta serviço em autarquia para a UNICAMP desde 2001.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,43.0,Trabalhou na CPROJ/FEC/UNICAMP até 2015.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,43.0,É assessora da PROEC nos últimos 4 anos.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,43.0,"Atuando em projetos de edificações, interior, luminotécnico, cromático, de comunicação visual e desenho urbano."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,43.0,Colaborou nas aulas do curso de Arquitetura e Urbanismo da FEC/UNICAMP entre 2004 a 2007.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,43.0,"Ministrou aulas na disciplina de Projeto e Arquitetura Sustentável, UNIP Campinas, de 2008 a 2011."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,43.0,Ministra aula na Pós Graduação do Design Gráfico oferecido pela EXTECAMP/IA/UNICAMP.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,44.0,© Pró-Reitoria de Extensão e Cultura.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,44.0,"Desenvolvido por DTIC - Diretoria de Tecnologia da Informação e Comunicação
"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,0.0,Extensão 48
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,1.0,Conheça o projeto
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,2.0,As contribuições da Unicamp para o enfrentamento da pandemia pelos povos indígenas
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,3.0,Força Tarefa da Unicamp desenvolve reagentes nacionais para realização de testes de Covid-19
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,4.0,COVID-19 (Libras + Captions)
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,5.0,Cultura e Esporte
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,6.0,Capacitação no Processamento de Alimentos - Projeto Extensão - FEA
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,7.0,Integração e desenvolvimento agrícola através dos canais curtos de alimentação
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,8.0,EJA Coletivo
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,9.0,Projeto de Extensão – “Era uma vez”
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,10.0,Revitalização de línguas indígenas - A identidade de um povo
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,11.0,Inteligência artificial contra câncer de pele
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,12.0,Unicamp sedia premiação da Olimpíada de Matemática das Escolas Públicas
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,13.0,Inovação no Combate das Parasitoses Intestinais
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,14.0,Material de apoio didático ajuda a preservar e difundir a cultura e história do povo Kalapalo
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,15.0,Técnica ajuda a refinar o diagnóstico do Alzheimer
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,16.0,Inclusão para jovens e adultos - (PEIS)
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,17.0,03/07/2020
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,18.0,Edição faz parte da série especial que aborda o Coronavírus.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,19.0,03/06/2020
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,20.0,Segunda edição da série Extensão 48 - Coronavírus aborda pesquisas realizadas no Instituto de Biologia (IB).
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,21.0,05/05/2020
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,22.0,A série Extensão 48 - Coronavirus é uma produção da Diretoria de Comunicação da Pro-reitoria de Extensão e Cultura.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,23.0,28/11/2019
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,24.0,Extensão 48 aborda Projeto da FEF - UNICAMP
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,25.0,28/11/2019
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,26.0,Capacitação de Produtoras Rurais para o Processamento de Alimentos oriundos da Agricultura Familiar.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,27.0,01/11/2019
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,28.0,Extensão 48 aborda projeto da Feagri junto à comunidade agrícola do acampamento Elizabeth Teixeira.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,29.0,01/11/2019
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,30.0,Extensão 48 aborda educação popular de funcionários terceirizados junto a estudantes da Unicamp.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,31.0,04/10/2019
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,32.0,Extensão 48 aborda a utilização da linguagem de programação no ensino de crianças e jovens.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,33.0,03/09/2019
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,34.0,Grupo de pesquisa do IEL atua com as comunidades Indígenas no processo de revitalização dessas línguas.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,35.0,22/08/2019
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,36.0,Extensão 48 aborda avanços no diagnóstico de melanoma.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,37.0,01/08/2019
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,38.0,A cerimônia de premiação de 254 medalhistas da Olimpíada Brasileira de Matemática das Escolas Públicas.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,39.0,18/07/2019
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,40.0,Diagnóstico validado em escolas desde 2010 deve chegar à sociedade no segundo semestre.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,41.0,18/06/2019
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,42.0,Projeto realizado há mais de dez anos auxilia na disseminação da cultura local.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,43.0,03/06/2019
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,44.0,Método desenvolvido no IC-Unicamp utiliza rede neural para processar e analisar imagens do cérebro feitas por ressonância magnética.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,45.0,26/04/2019
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,46.0,Projeto Educativo de Integração Social reintegra adultos ao universo dos estudos.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,47.0,© Pró-Reitoria de Extensão e Cultura.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/extensao48,47.0,"Desenvolvido por DTIC - Diretoria de Tecnologia da Informação e Comunicação
"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/sobre,0.0,Sobre a ProEC
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/sobre,1.0,Pró Reitoria de Extensão e Cultura
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/sobre,2.0,"Em julho de 2018, o Ranking Times Higher Education (THE) manteve a Unicamp no primeiro lugar entre as melhores Universidades da América Latina."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/sobre,2.0,"Esta conquista aumenta a responsabilidade social de uma instituição pública de ensino, tanto por meio da formação de profissionais altamente qualificados quanto no desenvolvimento de projetos que promovam interação entre a academia e a sociedade."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/sobre,3.0,"Na Unicamp, a Pró Reitoria de Extensão e Cultura tem como missão coordenar e estimular atividades e projetos de Extensão e Cultura que, por meio do diálogo e da interatividade, tenham aplicação contínua em comunidades não somente da Região Metropolitana de Campinas (RMC), mas também de vários lugares do Brasil e de outros países."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/sobre,4.0,"Com o cuidado de não separar ensino, pesquisa e extensão, a Unicamp constrói tradição de interação com a sociedade, por meio de acordos de cooperação com órgãos do governo e da iniciativa privada."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/sobre,5.0,"A extensão exerce a responsabilidade social, gerando transformações positivas na sociedade realizada por professores, pesquisadores, alunos e colaboradores da Universidade."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/sobre,6.0,© Pró-Reitoria de Extensão e Cultura.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/sobre,6.0,"Desenvolvido por DTIC - Diretoria de Tecnologia da Informação e Comunicação
"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/adm,0.0,Diretoria Administrativa
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/adm,1.0,Missão
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/adm,2.0,Visão
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/adm,3.0,Valores
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/adm,4.0,"Dar suporte administrativo ao Pró Reitor, seus assessores, diretores e demais servidores, organizando as informações pertinentes necessárias para o bom andamento dos serviços."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/adm,5.0,"Ser a principal referência para a PROEC e demais Órgãos, no atendimento às demandas administrativas dos seus usuários."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/adm,6.0,Cumprir a missão da área com:
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/adm,7.0,© Pró-Reitoria de Extensão e Cultura.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/adm,7.0,"Desenvolvido por DTIC - Diretoria de Tecnologia da Informação e Comunicação
"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext,0.0,Ações de Extensão e Cultura
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext,1.0,"Política de apoio a Ações de Extensão, Artísticas e Culturais"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext,2.0,"→ Solicitação de Apoio para Ações de Extensão, Artísticas e Culturais da PROEC"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext,3.0,"Em busca de  valorização e apoio às Ações de Extensão e Cultura da  UNICAMP, a ProEC busca financiar ações de curto prazo."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext,3.0,"Para esse fim,  disponibiliza auxílio financeiro e de estrutura para Ações de Extensão,  Artísticas e Culturais em fluxo contínuo."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext,3.0,Os requisitos para solicitação  deste apoio são: 
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext,4.0,→ Relatório de Apoio dado pela Proec
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext,5.0,"A ProEC avaliará os pedidos enviados, podendo concedê-los ou não de  acordo com disponibilidade de orçamento e/ou adequação do projeto aos objetivos  estratégicos da ProEC."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext,5.0,"A avaliação emitida pela ProEC é definitiva, e não  caberá recurso."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext,5.0,O prazo para avaliação da proposta pela ProEC é 15 dias.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext,5.0,
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext,6.0, 
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext,7.0,© Pró-Reitoria de Extensão e Cultura.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext,7.0,"Desenvolvido por DTIC - Diretoria de Tecnologia da Informação e Comunicação
"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_premio_extensao,0.0,Prêmio de Extensão
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_premio_extensao,1.0,Prêmio ProEC de Extensão Universitária
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_premio_extensao,2.0,→ Guia para o Prêmio ProEC de Extensão Universitária
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_premio_extensao,3.0,"→ Deliberação CONSU-A-006/2019, de 26/03/2019"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_premio_extensao,4.0,"Esse documento tem como objetivo trazer um direcionamento para o Prêmio ProEC de Extensão Universitária criado pela Deliberação CONSU-A-006/2019, de 26/03/2019."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_premio_extensao,4.0,Aqui são elencados princípios norteadores para o Prêmio.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_premio_extensao,5.0,O Objetivo do Prêmio é reconhecer a dedicação e contribuição dos docentes da Unicamp para a extensão universitária como interação dialógica e transformadora entre a Universidade e os demais setores da sociedade.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_premio_extensao,6.0,"Às unidades de ensino e pesquisa ficou a responsabilidade de selecionar o docente contemplado de acordo com seu entendimento da sua contribuição do mesmo para as ações de extensão para a unidade, universidade e sociedade como um todo."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_premio_extensao,7.0,© Pró-Reitoria de Extensão e Cultura.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_premio_extensao,7.0,"Desenvolvido por DTIC - Diretoria de Tecnologia da Informação e Comunicação
"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/12a-mostra-ecofalante-de-cinema-acontece-em-sao-paulo,0.0,12ª Mostra Ecofalante de Cinema acontece em São Paulo
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/12a-mostra-ecofalante-de-cinema-acontece-em-sao-paulo,1.0,Publicado em 26/05/2023 por PROEC
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/12a-mostra-ecofalante-de-cinema-acontece-em-sao-paulo,2.0,O evento acontece de 1º a 14 de junho com mais de 100 filmes no catálogo
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/12a-mostra-ecofalante-de-cinema-acontece-em-sao-paulo,3.0,Texto: Maria Luiza Robles Arias e Gabriela Villen  | Imagens: divulgação
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/12a-mostra-ecofalante-de-cinema-acontece-em-sao-paulo,4.0,"De 1º a 14 de junho, acontece, em São Paulo, a 12ª Mostra Ecofalante de Cinema."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/12a-mostra-ecofalante-de-cinema-acontece-em-sao-paulo,4.0,"Considerado um dos maiores festivais do Brasil e o mais importante no campo do audiovisual sul-americano dedicado a temas socioambientais, a Mostra traz 101 filmes."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/12a-mostra-ecofalante-de-cinema-acontece-em-sao-paulo,4.0,"Entre eles estão obras premiadas em festivais como Cannes e produções assinadas por cineastas consagrados, como Jorge Bodanzky, Gabriela Cowperthwaite, Eduardo Coutinho, entre outros."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/12a-mostra-ecofalante-de-cinema-acontece-em-sao-paulo,4.0,
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/12a-mostra-ecofalante-de-cinema-acontece-em-sao-paulo,5.0,"O evento será realizado em 39 espaços culturais da cidade de São Paulo, incluindo o Espaço Itaú de Cinema."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/12a-mostra-ecofalante-de-cinema-acontece-em-sao-paulo,5.0,A entrada para participar do festival é gratuita e livre para todos os públicos.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/12a-mostra-ecofalante-de-cinema-acontece-em-sao-paulo,5.0,Confira a programação completa.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/12a-mostra-ecofalante-de-cinema-acontece-em-sao-paulo,6.0,"A Diretoria de Cultura (DCult) da Pró-reitoria de Extensão e Cultura (Proec) da Unicamp estabeleceu um convênio com a Mostra, por meio do Programa Ecofalante Universidades, que permitirá a exibição dos filmes gratuitamente pela comunidade universitária."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/12a-mostra-ecofalante-de-cinema-acontece-em-sao-paulo,6.0,Mais informações sobre essa parceria serão divulgadas em breve.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/12a-mostra-ecofalante-de-cinema-acontece-em-sao-paulo,7.0,© Pró-Reitoria de Extensão e Cultura.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/12a-mostra-ecofalante-de-cinema-acontece-em-sao-paulo,7.0,"Desenvolvido por DTIC - Diretoria de Tecnologia da Informação e Comunicação
"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/congresso,0.0,4º Congresso de Extensão e Cultura da Unicamp
